train_label,train_precision,train_recall,train_f1-score,train_support,valid_precision,valid_recall,valid_f1-score,valid_support,test_precision,test_recall,test_f1-score,test_support
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,0.002188183807439825,0.2857142857142857,0.004343105320304017,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,0.9848888888888889,0.4241960183767228,0.592989028632593,5224,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
5.0,0.005,0.03773584905660377,0.008830022075055188,53,0.0,0.0,0.0,0,0.0,0.0,0.0,0
6.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
macro avg,0.14172529609947554,0.10680659330680176,0.08659459371827889,5286,0.14285714285714285,0.06073858114674441,0.08523695874531197,588,0.14285714285714285,0.06081820170640998,0.08531532913917447,653
weighted avg,0.9733900629667439,0.4199772985244041,0.5861280890056537,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,1.0,0.42565266742338254,0.5971337579617835,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
macro avg,0.14285714285714285,0.060807523917626075,0.08530482256596907,5286,0.14285714285714285,0.06073858114674441,0.08523695874531197,588,0.14285714285714285,0.06081820170640998,0.08531532913917447,653
weighted avg,1.0,0.42565266742338254,0.5971337579617835,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,1.0,0.42565266742338254,0.5971337579617835,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
macro avg,0.14285714285714285,0.060807523917626075,0.08530482256596907,5286,0.14285714285714285,0.06073858114674441,0.08523695874531197,588,0.14285714285714285,0.06081820170640998,0.08531532913917447,653
weighted avg,1.0,0.42565266742338254,0.5971337579617835,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,1.0,0.42565266742338254,0.5971337579617835,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
macro avg,0.14285714285714285,0.060807523917626075,0.08530482256596907,5286,0.14285714285714285,0.06073858114674441,0.08523695874531197,588,0.14285714285714285,0.06081820170640998,0.08531532913917447,653
weighted avg,1.0,0.42565266742338254,0.5971337579617835,5286,1.0,0.42517006802721086,0.5966587112171837,588,1.0,0.42572741194486985,0.5972073039742213,653
0.0,0.021551724137931036,0.39473684210526316,0.04087193460490463,38,0.19480519480519481,0.22058823529411764,0.20689655172413793,68,0.32558139534883723,0.3783783783783784,0.35000000000000003,74
1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,0.012035010940919038,0.20754716981132076,0.022750775594622543,53,0.11764705882352941,0.3076923076923077,0.1702127659574468,39,0.10619469026548672,0.2608695652173913,0.1509433962264151,46
4.0,0.9888888888888889,0.42829643888354185,0.5977165883143049,5195,0.868,0.45114345114345117,0.5937072503419972,481,0.8705035971223022,0.4540337711069418,0.5967940813810111,533
5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
macro avg,0.1460679462811056,0.14722577868573225,0.09447704264483314,5286,0.16863603623267487,0.13991771344712522,0.138688081146226,588,0.18603995467666087,0.15618310210038736,0.15681963965820375,653
weighted avg,0.9721404840852986,0.4258418463866818,0.5879486570023298,5286,0.7403792322123655,0.41496598639455784,0.5208851204151063,588,0.754910254631261,0.4318529862174579,0.5374190529900368,653
0.0,0.28448275862068967,0.3829787234042553,0.3264633140972795,517,0.14285714285714285,0.3055555555555556,0.1946902654867257,36,0.20930232558139536,0.3673469387755102,0.26666666666666666,49
1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0,0.0,0.0,1,0.022727272727272728,0.5,0.04347826086956522,2,0.0,0.0,0.0,0
3.0,0.09190371991247265,0.34854771784232363,0.14545454545454545,241,0.06862745098039216,0.20588235294117646,0.10294117647058823,34,0.08849557522123894,0.25,0.130718954248366,40
4.0,0.9128888888888889,0.4545253374640407,0.6068843256020091,4519,0.892,0.4321705426356589,0.5822454308093995,516,0.8992805755395683,0.44483985765124556,0.5952380952380952,562
5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1
6.0,0.003898635477582846,0.2857142857142857,0.007692307692307693,7,0.0,0.0,0.0,0,0.0,0.0,0.0,1
macro avg,0.18473914327137628,0.21025229491784364,0.15521349897802025,5286,0.16088740950925826,0.20622977873319867,0.13190787623375408,588,0.17101121090602894,0.15174097091810795,0.14180338802187542,653
weighted avg,0.8124477037538845,0.44230041619371924,0.5573969338615521,5286,0.795567423506199,0.41156462585034015,0.5289701503008697,588,0.7950862487221674,0.42572741194486985,0.540305106218087,653
0.0,0.4396551724137931,0.45603576751117736,0.4476956839795172,671,0.15584415584415584,0.27906976744186046,0.19999999999999998,43,0.18604651162790697,0.3076923076923077,0.2318840579710145,52
1.0,0.008547008547008548,1.0,0.016949152542372885,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.0707070707070707,0.345679012345679,0.11740041928721173,81,0.06818181818181818,0.21428571428571427,0.10344827586206896,14,0.02040816326530612,0.047619047619047616,0.02857142857142857,21
3.0,0.23960612691466082,0.43280632411067194,0.3084507042253521,506,0.11764705882352941,0.25,0.15999999999999998,48,0.10619469026548672,0.24,0.14723926380368096,50
4.0,0.876,0.5082516761217122,0.6432767624020886,3878,0.872,0.4570230607966457,0.5997248968363136,477,0.841726618705036,0.4482758620689655,0.5850000000000001,522
5.0,0.0675,0.3698630136986301,0.11416490486257928,73,0.0,0.0,0.0,1,0.0,0.0,0.0,3
6.0,0.05847953216374269,0.39473684210526316,0.10186757215619693,76,0.03508771929824561,0.4,0.06451612903225806,5,0.0,0.0,0.0,5
macro avg,0.2514992729637537,0.5010532336990192,0.24997217135075983,5286,0.1783943931639642,0.2286255060748886,0.1610984716758058,588,0.16491085483767653,0.1490838881971887,0.141813535763732,653
weighted avg,0.7242688394038475,0.48846008323874385,0.563130817543933,5286,0.7303101047208586,0.4200680272108844,0.5172102590104622,588,0.6964686363101465,0.40275650842266464,0.49830005238082214,653
0.0,0.5574712643678161,0.5542857142857143,0.5558739255014327,700,0.2597402597402597,0.25316455696202533,0.25641025641025644,79,0.32558139534883723,0.2828282828282828,0.3027027027027027,99
1.0,0.03418803418803419,0.5,0.064,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.19696969696969696,0.4020618556701031,0.264406779661017,194,0.045454545454545456,0.1111111111111111,0.06451612903225805,18,0.061224489795918366,0.13043478260869565,0.08333333333333333,23
3.0,0.38402625820568925,0.5161764705882353,0.44040150564617314,680,0.09803921568627451,0.2222222222222222,0.13605442176870747,45,0.09734513274336283,0.2391304347826087,0.13836477987421383,46
4.0,0.8728888888888889,0.582962303354111,0.6990567716675565,3369,0.704,0.4512820512820513,0.55,390,0.6510791366906474,0.44254278728606355,0.5269286754002912,409
5.0,0.18,0.4645161290322581,0.2594594594594594,155,0.06666666666666667,0.17647058823529413,0.09677419354838708,17,0.04081632653061224,0.09523809523809523,0.05714285714285714,21
6.0,0.15984405458089668,0.45555555555555555,0.23665223665223664,180,0.10526315789473684,0.15384615384615385,0.125,39,0.125,0.14545454545454545,0.13445378151260504,55
macro avg,0.3407697424572889,0.49650828978371103,0.3599786683696965,5286,0.18273769220606903,0.19544238337983685,0.17553642867994415,588,0.18586378301562542,0.1908041325997559,0.17756087570942905,653
weighted avg,0.6975573141532716,0.5559969731365872,0.6012727146247171,5286,0.5196394958074366,0.36904761904761907,0.4227216170899751,588,0.4780124154282594,0.3568147013782542,0.40177304797911245,653
0.0,0.6135057471264368,0.6117478510028653,0.6126255380200861,698,0.2597402597402597,0.24096385542168675,0.25,83,0.29069767441860467,0.2717391304347826,0.2808988764044944,92
1.0,0.05982905982905983,0.7,0.11023622047244094,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.3282828282828283,0.47619047619047616,0.38863976083707025,273,0.045454545454545456,0.06451612903225806,0.05333333333333334,31,0.10204081632653061,0.1111111111111111,0.10638297872340426,45
3.0,0.4923413566739606,0.5882352941176471,0.5360333531864205,765,0.2647058823529412,0.27,0.26732673267326734,100,0.25663716814159293,0.29292929292929293,0.2735849056603773,99
4.0,0.8724444444444445,0.6478547854785478,0.743560606060606,3030,0.604,0.4575757575757576,0.5206896551724137,330,0.5719424460431655,0.452991452991453,0.505564387917329,351
5.0,0.28,0.5067873303167421,0.36070853462157815,221,0.08888888888888889,0.16666666666666666,0.11594202898550726,24,0.08163265306122448,0.12121212121212122,0.0975609756097561,33
6.0,0.3333333333333333,0.5916955017301038,0.42643391521197005,289,0.017543859649122806,0.05,0.025974025974025972,20,0.09375,0.18181818181818182,0.12371134020618556,33
macro avg,0.4256766813842949,0.588930176976626,0.4540339897728818,5286,0.18290477658367973,0.1785317726709099,0.17618082516264968,588,0.1995286797130169,0.20454304149956326,0.19824335207450666,653
weighted avg,0.6993582391353265,0.6167234203556564,0.6433643173761143,5286,0.427282876240038,0.3486394557823129,0.3814042211270226,588,0.40318917081071165,0.34915773353751917,0.371316880418151,653
0.0,0.6781609195402298,0.686046511627907,0.6820809248554913,688,0.23376623376623376,0.25,0.24161073825503357,72,0.2441860465116279,0.2876712328767123,0.2641509433962264,73
1.0,0.05128205128205128,0.5454545454545454,0.09374999999999999,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.4823232323232323,0.5684523809523809,0.5218579234972678,336,0.18181818181818182,0.13333333333333333,0.15384615384615383,60,0.20408163265306123,0.1111111111111111,0.14388489208633093,90
3.0,0.6061269146608315,0.6525323910482921,0.6284741917186614,849,0.17647058823529413,0.2465753424657534,0.2057142857142857,73,0.19469026548672566,0.28205128205128205,0.23036649214659688,78
4.0,0.8866666666666667,0.7233502538071066,0.7967252396166133,2758,0.568,0.459546925566343,0.5080500894454383,309,0.5287769784172662,0.4608150470219436,0.4924623115577889,319
5.0,0.4325,0.5986159169550173,0.502177068214804,289,0.15555555555555556,0.17073170731707318,0.1627906976744186,41,0.04081632653061224,0.03773584905660377,0.039215686274509796,53
6.0,0.43079922027290446,0.6225352112676056,0.5092165898617512,355,0.017543859649122806,0.030303030303030304,0.02222222222222222,33,0.078125,0.125,0.09615384615384616,40
macro avg,0.5096941435351309,0.6281410301589793,0.5334688482520842,5286,0.19045063128919829,0.184355762712219,0.1848905981653646,588,0.1843823213713276,0.18634064601680755,0.18089059594504273,653
weighted avg,0.7315841963070338,0.6833144154370034,0.700433418528646,5286,0.3794070371218282,0.3299319727891156,0.3504066578552711,588,0.34509477865745686,0.3169984686064318,0.32652573989091327,653
0.0,0.7442528735632183,0.7347517730496453,0.7394718058529621,705,0.2987012987012987,0.27058823529411763,0.28395061728395066,85,0.3023255813953488,0.26804123711340205,0.28415300546448086,97
1.0,0.1282051282051282,0.8333333333333334,0.2222222222222222,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,0.5328282828282829,0.5718157181571816,0.5516339869281046,369,0.06818181818181818,0.09375,0.07894736842105263,32,0.12244897959183673,0.12244897959183673,0.12244897959183673,49
3.0,0.6575492341356673,0.6964078794901506,0.6764209341586943,863,0.22549019607843138,0.25274725274725274,0.2383419689119171,91,0.23893805309734514,0.2872340425531915,0.2608695652173913,94
4.0,0.8933333333333333,0.7692307692307693,0.8266502159161011,2613,0.548,0.46283783783783783,0.5018315018315018,296,0.5179856115107914,0.4752475247524752,0.49569707401032703,303
5.0,0.5225,0.6510903426791277,0.579750346740638,321,0.2222222222222222,0.20833333333333334,0.2150537634408602,48,0.16326530612244897,0.13793103448275862,0.1495327102803738,58
6.0,0.5224171539961013,0.6750629722921915,0.589010989010989,397,0.05263157894736842,0.08333333333333333,0.06451612903225808,36,0.125,0.15384615384615385,0.13793103448275862,52
macro avg,0.5715837151516759,0.7045275411760571,0.5978800715471015,5286,0.2021753020187341,0.1959414275065535,0.19752019270307722,588,0.20999479024539586,0.20639271033425974,0.20723319557816694,653
weighted avg,0.7568079273039975,0.7249337873628453,0.7363991805924406,5286,0.3790143536111186,0.33843537414965985,0.3563580327585732,588,0.3532998260786694,0.33537519142419603,0.34322527576567174,653
0.0,0.7600574712643678,0.7767988252569751,0.7683369644153958,681,0.22077922077922077,0.25,0.23448275862068965,68,0.23255813953488372,0.2597402597402597,0.24539877300613497,77
